Date,Treatment,Tray,Family,Hatch,Population,Days to Hatch,Egg Weight,alt_treatments
12/11/15,Cold,1,P4,2,Pedro,121,0.121,WI_Cold
12/15/15,Cold,2,P4,2,Pedro,125,0.121,WI_Cold
2/4/16,4,3,P4,1,Pedro,176,0.121,PP_AVG
2/5/16,4,2,P4,1,Pedro,177,0.121,PP_AVG
2/6/16,4,2,P4,1,Pedro,178,0.121,PP_AVG
2/7/16,4,1,P4,1,Pedro,179,0.121,PP_AVG
2/7/16,4,3,P4,1,Pedro,179,0.121,PP_AVG
2/7/16,4,4,P4,1,Pedro,179,0.121,PP_AVG
2/7/16,4,4,P4,1,Pedro,179,0.121,PP_AVG
2/8/16,4,4,P4,3,Pedro,180,0.121,PP_AVG
2/8/16,4,3,P4,1,Pedro,180,0.121,PP_AVG
2/9/16,4,3,P4,3,Pedro,181,0.121,PP_AVG
2/9/16,4,1,P4,2,Pedro,181,0.121,PP_AVG
2/9/16,4,2,P4,2,Pedro,181,0.121,PP_AVG
2/9/16,4,4,P4,2,Pedro,181,0.121,PP_AVG
2/10/16,4,3,P4,10,Pedro,182,0.121,PP_AVG
2/10/16,4,4,P4,2,Pedro,182,0.121,PP_AVG
2/10/16,4,2,P4,1,Pedro,182,0.121,PP_AVG
2/11/16,4,3,P4,6,Pedro,183,0.121,PP_AVG
2/11/16,4,4,P4,5,Pedro,183,0.121,PP_AVG
2/11/16,4,2,P4,4,Pedro,183,0.121,PP_AVG
2/11/16,4,1,P4,1,Pedro,183,0.121,PP_AVG
2/12/16,4,2,P4,11,Pedro,184,0.121,PP_AVG
2/12/16,4,1,P4,7,Pedro,184,0.121,PP_AVG
2/12/16,4,4,P4,7,Pedro,184,0.121,PP_AVG
2/12/16,4,3,P4,5,Pedro,184,0.121,PP_AVG
2/13/16,4,1,P4,7,Pedro,185,0.121,PP_AVG
2/13/16,4,4,P4,6,Pedro,185,0.121,PP_AVG
2/13/16,4,3,P4,5,Pedro,185,0.121,PP_AVG
2/13/16,4,2,P4,3,Pedro,185,0.121,PP_AVG
2/14/16,4,1,P4,11,Pedro,186,0.121,PP_AVG
2/14/16,4,2,P4,6,Pedro,186,0.121,PP_AVG
2/14/16,4,3,P4,4,Pedro,186,0.121,PP_AVG
2/14/16,4,4,P4,3,Pedro,186,0.121,PP_AVG
2/15/16,4,4,P4,10,Pedro,187,0.121,PP_AVG
2/15/16,4,1,P4,8,Pedro,187,0.121,PP_AVG
2/15/16,4,2,P4,7,Pedro,187,0.121,PP_AVG
2/15/16,4,3,P4,5,Pedro,187,0.121,PP_AVG
2/16/16,4,1,P4,4,Pedro,188,0.121,PP_AVG
2/16/16,4,3,P4,3,Pedro,188,0.121,PP_AVG
2/16/16,4,2,P4,1,Pedro,188,0.121,PP_AVG
2/17/16,4,1,P4,4,Pedro,189,0.121,PP_AVG
2/17/16,4,3,P4,3,Pedro,189,0.121,PP_AVG
2/20/16,4,3,P4,1,Pedro,192,0.121,PP_AVG
10/5/15,AVG,4,P5,1,Pedro,54,0.105,WI_AVG
10/10/15,AVG,4,P5,1,Pedro,59,0.105,WI_AVG
10/13/15,AVG,3,P5,1,Pedro,62,0.105,WI_AVG
10/14/15,AVG,4,P5,1,Pedro,63,0.105,WI_AVG
10/15/15,AVG,1,P5,1,Pedro,64,0.105,WI_AVG
10/18/15,MIROC,4,P5,1,Pedro,67,0.105,WI_MIROC
10/19/15,AVG,4,P5,1,Pedro,68,0.105,WI_AVG
10/20/15,AVG,2,P5,1,Pedro,69,0.105,WI_AVG
10/21/15,MIROC,2,P5,2,Pedro,70,0.105,WI_MIROC
10/21/15,MIROC,3,P5,2,Pedro,70,0.105,WI_MIROC
10/21/15,MIROC,1,P5,1,Pedro,70,0.105,WI_MIROC
10/21/15,AVG,3,P5,1,Pedro,70,0.105,WI_AVG
10/21/15,MIROC,4,P5,1,Pedro,70,0.105,WI_MIROC
10/21/15,AVG,4,P5,1,Pedro,70,0.105,WI_AVG
10/22/15,MIROC,2,P5,12,Pedro,71,0.105,WI_MIROC
10/22/15,MIROC,1,P5,7,Pedro,71,0.105,WI_MIROC
10/22/15,MIROC,4,P5,7,Pedro,71,0.105,WI_MIROC
10/22/15,MIROC,3,P5,3,Pedro,71,0.105,WI_MIROC
10/23/15,MIROC,2,P5,18,Pedro,72,0.105,WI_MIROC
10/23/15,MIROC,4,P5,11,Pedro,72,0.105,WI_MIROC
10/23/15,MIROC,1,P5,8,Pedro,72,0.105,WI_MIROC
10/23/15,MIROC,3,P5,7,Pedro,72,0.105,WI_MIROC
10/23/15,AVG,1,P5,1,Pedro,72,0.105,WI_AVG
10/24/15,MIROC,4,P5,27,Pedro,73,0.105,WI_MIROC
10/24/15,MIROC,2,P5,18,Pedro,73,0.105,WI_MIROC
10/24/15,MIROC,3,P5,10,Pedro,73,0.105,WI_MIROC
10/24/15,MIROC,1,P5,6,Pedro,73,0.105,WI_MIROC
10/24/15,AVG,1,P5,1,Pedro,73,0.105,WI_AVG
10/24/15,AVG,2,P5,1,Pedro,73,0.105,WI_AVG
10/24/15,AVG,4,P5,1,Pedro,73,0.105,WI_AVG
10/25/15,MIROC,4,P5,30,Pedro,74,0.105,WI_MIROC
10/25/15,MIROC,3,P5,26,Pedro,74,0.105,WI_MIROC
10/25/15,MIROC,1,P5,19,Pedro,74,0.105,WI_MIROC
10/25/15,MIROC,2,P5,12,Pedro,74,0.105,WI_MIROC
10/25/15,AVG,1,P5,3,Pedro,74,0.105,WI_AVG
10/25/15,AVG,3,P5,1,Pedro,74,0.105,WI_AVG
10/26/15,MIROC,2,P5,13,Pedro,75,0.105,WI_MIROC
10/26/15,MIROC,1,P5,10,Pedro,75,0.105,WI_MIROC
10/26/15,MIROC,3,P5,9,Pedro,75,0.105,WI_MIROC
10/26/15,MIROC,4,P5,8,Pedro,75,0.105,WI_MIROC
10/26/15,AVG,4,P5,7,Pedro,75,0.105,WI_AVG
10/26/15,AVG,1,P5,3,Pedro,75,0.105,WI_AVG
10/26/15,AVG,2,P5,2,Pedro,75,0.105,WI_AVG
10/26/15,AVG,3,P5,2,Pedro,75,0.105,WI_AVG
10/27/15,MIROC,1,P5,13,Pedro,76,0.105,WI_MIROC
10/27/15,MIROC,2,P5,10,Pedro,76,0.105,WI_MIROC
10/27/15,MIROC,4,P5,8,Pedro,76,0.105,WI_MIROC
10/27/15,AVG,4,P5,7,Pedro,76,0.105,WI_AVG
10/27/15,AVG,2,P5,6,Pedro,76,0.105,WI_AVG
10/27/15,MIROC,3,P5,4,Pedro,76,0.105,WI_MIROC
10/27/15,AVG,1,P5,3,Pedro,76,0.105,WI_AVG
10/27/15,AVG,3,P5,1,Pedro,76,0.105,WI_AVG
10/28/15,MIROC,1,P5,7,Pedro,77,0.105,WI_MIROC
10/28/15,AVG,3,P5,7,Pedro,77,0.105,WI_AVG
10/28/15,AVG,2,P5,6,Pedro,77,0.105,WI_AVG
10/28/15,MIROC,2,P5,5,Pedro,77,0.105,WI_MIROC
10/28/15,MIROC,3,P5,3,Pedro,77,0.105,WI_MIROC
10/28/15,AVG,4,P5,3,Pedro,77,0.105,WI_AVG
10/28/15,AVG,1,P5,2,Pedro,77,0.105,WI_AVG
10/29/15,AVG,2,P5,9,Pedro,78,0.105,WI_AVG
10/29/15,AVG,3,P5,6,Pedro,78,0.105,WI_AVG
10/29/15,AVG,4,P5,6,Pedro,78,0.105,WI_AVG
10/29/15,AVG,1,P5,5,Pedro,78,0.105,WI_AVG
10/29/15,MIROC,2,P5,4,Pedro,78,0.105,WI_MIROC
10/29/15,MIROC,4,P5,3,Pedro,78,0.105,WI_MIROC
10/29/15,MIROC,1,P5,2,Pedro,78,0.105,WI_MIROC
10/29/15,MIROC,3,P5,2,Pedro,78,0.105,WI_MIROC
10/30/15,AVG,1,P5,14,Pedro,79,0.105,WI_AVG
10/30/15,AVG,2,P5,13,Pedro,79,0.105,WI_AVG
10/30/15,AVG,4,P5,13,Pedro,79,0.105,WI_AVG
10/30/15,AVG,3,P5,9,Pedro,79,0.105,WI_AVG
10/30/15,MIROC,4,P5,9,Pedro,79,0.105,WI_MIROC
10/30/15,MIROC,2,P5,5,Pedro,79,0.105,WI_MIROC
10/30/15,MIROC,1,P5,3,Pedro,79,0.105,WI_MIROC
10/31/15,AVG,3,P5,18,Pedro,80,0.105,WI_AVG
10/31/15,AVG,2,P5,11,Pedro,80,0.105,WI_AVG
10/31/15,AVG,1,P5,10,Pedro,80,0.105,WI_AVG
10/31/15,AVG,4,P5,7,Pedro,80,0.105,WI_AVG
11/1/15,AVG,1,P5,15,Pedro,81,0.105,WI_AVG
11/1/15,AVG,4,P5,10,Pedro,81,0.105,WI_AVG
11/1/15,AVG,3,P5,7,Pedro,81,0.105,WI_AVG
11/1/15,AVG,2,P5,5,Pedro,81,0.105,WI_AVG
11/2/15,AVG,1,P5,11,Pedro,82,0.105,WI_AVG
11/2/15,AVG,3,P5,9,Pedro,82,0.105,WI_AVG
11/2/15,AVG,4,P5,7,Pedro,82,0.105,WI_AVG
11/2/15,AVG,2,P5,2,Pedro,82,0.105,WI_AVG
11/3/15,AVG,4,P5,8,Pedro,83,0.105,WI_AVG
11/3/15,AVG,1,P5,7,Pedro,83,0.105,WI_AVG
11/3/15,AVG,2,P5,4,Pedro,83,0.105,WI_AVG
11/3/15,AVG,3,P5,3,Pedro,83,0.105,WI_AVG
11/3/15,MIROC,1,P5,1,Pedro,83,0.105,WI_MIROC
11/3/15,MIROC,2,P5,1,Pedro,83,0.105,WI_MIROC
11/4/15,AVG,4,P5,9,Pedro,84,0.105,WI_AVG
11/4/15,AVG,1,P5,7,Pedro,84,0.105,WI_AVG
11/4/15,AVG,2,P5,2,Pedro,84,0.105,WI_AVG
11/4/15,AVG,3,P5,2,Pedro,84,0.105,WI_AVG
11/6/15,AVG,3,P5,7,Pedro,86,0.105,WI_AVG
11/6/15,AVG,1,P5,3,Pedro,86,0.105,WI_AVG
11/6/15,AVG,2,P5,3,Pedro,86,0.105,WI_AVG
11/6/15,AVG,4,P5,2,Pedro,86,0.105,WI_AVG
11/7/15,AVG,2,P5,3,Pedro,87,0.105,WI_AVG
11/7/15,AVG,1,P5,2,Pedro,87,0.105,WI_AVG
11/7/15,AVG,4,P5,2,Pedro,87,0.105,WI_AVG
11/7/15,AVG,3,P5,1,Pedro,87,0.105,WI_AVG
11/8/15,AVG,1,P5,2,Pedro,88,0.105,WI_AVG
11/8/15,MIROC,1,P5,1,Pedro,88,0.105,WI_MIROC
11/8/15,AVG,3,P5,1,Pedro,88,0.105,WI_AVG
11/8/15,AVG,4,P5,1,Pedro,88,0.105,WI_AVG
11/9/15,AVG,1,P5,1,Pedro,89,0.105,WI_AVG
11/9/15,AVG,2,P5,1,Pedro,89,0.105,WI_AVG
11/11/15,AVG,1,P5,1,Pedro,91,0.105,WI_AVG
11/11/15,AVG,3,P5,1,Pedro,91,0.105,WI_AVG
11/12/15,AVG,2,P5,2,Pedro,92,0.105,WI_AVG
11/14/15,AVG,2,P5,1,Pedro,94,0.105,WI_AVG
11/15/15,8,4,P5,1,Pedro,95,0.105,PP_MIROC
11/16/15,8,3,P5,1,Pedro,96,0.105,PP_MIROC
11/16/15,8,4,P5,1,Pedro,96,0.105,PP_MIROC
11/17/15,8,1,P5,2,Pedro,97,0.105,PP_MIROC
11/17/15,8,2,P5,2,Pedro,97,0.105,PP_MIROC
11/17/15,8,3,P5,2,Pedro,97,0.105,PP_MIROC
11/17/15,8,4,P5,2,Pedro,97,0.105,PP_MIROC
11/17/15,AVG,2,P5,1,Pedro,97,0.105,WI_AVG
11/18/15,8,1,P5,12,Pedro,98,0.105,PP_MIROC
11/18/15,8,2,P5,10,Pedro,98,0.105,PP_MIROC
11/18/15,8,4,P5,9,Pedro,98,0.105,PP_MIROC
11/18/15,8,3,P5,6,Pedro,98,0.105,PP_MIROC
11/19/15,8,3,P5,16,Pedro,99,0.105,PP_MIROC
11/19/15,8,4,P5,14,Pedro,99,0.105,PP_MIROC
11/19/15,8,2,P5,13,Pedro,99,0.105,PP_MIROC
11/19/15,8,1,P5,11,Pedro,99,0.105,PP_MIROC
11/20/15,8,3,P5,22,Pedro,100,0.105,PP_MIROC
11/20/15,8,1,P5,15,Pedro,100,0.105,PP_MIROC
11/20/15,8,2,P5,15,Pedro,100,0.105,PP_MIROC
11/20/15,8,4,P5,8,Pedro,100,0.105,PP_MIROC
11/21/15,8,1,P5,16,Pedro,101,0.105,PP_MIROC
11/21/15,8,3,P5,14,Pedro,101,0.105,PP_MIROC
11/21/15,8,2,P5,12,Pedro,101,0.105,PP_MIROC
11/21/15,8,4,P5,11,Pedro,101,0.105,PP_MIROC
11/22/15,8,1,P5,14,Pedro,102,0.105,PP_MIROC
11/22/15,8,4,P5,12,Pedro,102,0.105,PP_MIROC
11/22/15,8,2,P5,7,Pedro,102,0.105,PP_MIROC
11/22/15,8,3,P5,4,Pedro,102,0.105,PP_MIROC
11/23/15,8,2,P5,7,Pedro,103,0.105,PP_MIROC
11/23/15,8,1,P5,4,Pedro,103,0.105,PP_MIROC
11/23/15,8,3,P5,2,Pedro,103,0.105,PP_MIROC
11/23/15,AVG,2,P5,1,Pedro,103,0.105,WI_AVG
11/24/15,8,2,P5,2,Pedro,104,0.105,PP_MIROC
11/24/15,8,1,P5,1,Pedro,104,0.105,PP_MIROC
11/24/15,8,3,P5,1,Pedro,104,0.105,PP_MIROC
11/24/15,8,4,P5,1,Pedro,104,0.105,PP_MIROC
11/25/15,8,1,P5,1,Pedro,105,0.105,PP_MIROC
11/25/15,8,3,P5,1,Pedro,105,0.105,PP_MIROC
11/26/15,8,1,P5,5,Pedro,106,0.105,PP_MIROC
11/26/15,8,3,P5,1,Pedro,106,0.105,PP_MIROC
11/27/15,8,4,P5,1,Pedro,107,0.105,PP_MIROC
11/28/15,8,1,P5,1,Pedro,108,0.105,PP_MIROC
12/1/15,Cold,2,P5,1,Pedro,111,0.105,WI_Cold
12/2/15,Cold,1,P5,1,Pedro,112,0.105,WI_Cold
12/2/15,Cold,4,P5,1,Pedro,112,0.105,WI_Cold
12/3/15,Cold,1,P5,1,Pedro,113,0.105,WI_Cold
12/3/15,Cold,2,P5,1,Pedro,113,0.105,WI_Cold
12/3/15,Cold,3,P5,1,Pedro,113,0.105,WI_Cold
12/4/15,Cold,3,P5,3,Pedro,114,0.105,WI_Cold
12/4/15,Cold,4,P5,2,Pedro,114,0.105,WI_Cold
12/4/15,Cold,2,P5,1,Pedro,114,0.105,WI_Cold
12/5/15,Cold,4,P5,13,Pedro,115,0.105,WI_Cold
12/5/15,Cold,3,P5,6,Pedro,115,0.105,WI_Cold
12/5/15,Cold,2,P5,4,Pedro,115,0.105,WI_Cold
12/5/15,Cold,1,P5,2,Pedro,115,0.105,WI_Cold
12/6/15,Cold,3,P5,10,Pedro,116,0.105,WI_Cold
12/6/15,Cold,4,P5,8,Pedro,116,0.105,WI_Cold
12/6/15,Cold,2,P5,6,Pedro,116,0.105,WI_Cold
12/6/15,Cold,1,P5,4,Pedro,116,0.105,WI_Cold
12/7/15,Cold,3,P5,13,Pedro,117,0.105,WI_Cold
12/7/15,Cold,2,P5,10,Pedro,117,0.105,WI_Cold
12/7/15,Cold,1,P5,9,Pedro,117,0.105,WI_Cold
12/7/15,Cold,4,P5,6,Pedro,117,0.105,WI_Cold
12/8/15,Cold,1,P5,18,Pedro,118,0.105,WI_Cold
12/8/15,Cold,2,P5,16,Pedro,118,0.105,WI_Cold
12/8/15,Cold,3,P5,14,Pedro,118,0.105,WI_Cold
12/8/15,Cold,4,P5,8,Pedro,118,0.105,WI_Cold
12/9/15,Cold,3,P5,16,Pedro,119,0.105,WI_Cold
12/9/15,Cold,4,P5,11,Pedro,119,0.105,WI_Cold
12/9/15,Cold,2,P5,10,Pedro,119,0.105,WI_Cold
12/9/15,Cold,1,P5,5,Pedro,119,0.105,WI_Cold
12/10/15,Cold,3,P5,19,Pedro,120,0.105,WI_Cold
12/10/15,Cold,2,P5,16,Pedro,120,0.105,WI_Cold
12/10/15,Cold,1,P5,15,Pedro,120,0.105,WI_Cold
12/10/15,Cold,4,P5,10,Pedro,120,0.105,WI_Cold
12/11/15,Cold,3,P5,10,Pedro,121,0.105,WI_Cold
12/11/15,Cold,4,P5,7,Pedro,121,0.105,WI_Cold
12/11/15,Cold,1,P5,5,Pedro,121,0.105,WI_Cold
12/11/15,Cold,2,P5,4,Pedro,121,0.105,WI_Cold
12/12/15,Cold,1,P5,15,Pedro,122,0.105,WI_Cold
12/12/15,Cold,2,P5,7,Pedro,122,0.105,WI_Cold
12/12/15,Cold,3,P5,7,Pedro,122,0.105,WI_Cold
12/12/15,Cold,4,P5,3,Pedro,122,0.105,WI_Cold
12/13/15,Cold,2,P5,7,Pedro,123,0.105,WI_Cold
12/13/15,Cold,3,P5,7,Pedro,123,0.105,WI_Cold
12/13/15,Cold,1,P5,6,Pedro,123,0.105,WI_Cold
12/13/15,Cold,4,P5,1,Pedro,123,0.105,WI_Cold
12/14/15,Cold,1,P5,6,Pedro,124,0.105,WI_Cold
12/14/15,Cold,2,P5,4,Pedro,124,0.105,WI_Cold
12/14/15,Cold,3,P5,4,Pedro,124,0.105,WI_Cold
12/15/15,Cold,1,P5,4,Pedro,125,0.105,WI_Cold
12/15/15,Cold,3,P5,3,Pedro,125,0.105,WI_Cold
12/15/15,Cold,2,P5,2,Pedro,125,0.105,WI_Cold
12/15/15,Cold,4,P5,1,Pedro,125,0.105,WI_Cold
12/16/15,Cold,1,P5,2,Pedro,126,0.105,WI_Cold
12/16/15,Cold,2,P5,1,Pedro,126,0.105,WI_Cold
12/17/15,Cold,1,P5,1,Pedro,127,0.105,WI_Cold
12/17/15,Cold,2,P5,1,Pedro,127,0.105,WI_Cold
12/17/15,Cold,3,P5,1,Pedro,127,0.105,WI_Cold
12/18/15,Cold,2,P5,1,Pedro,128,0.105,WI_Cold
2/8/16,4,4,P5,1,Pedro,180,0.105,PP_AVG
2/9/16,4,3,P5,1,Pedro,181,0.105,PP_AVG
2/11/16,4,4,P5,2,Pedro,183,0.105,PP_AVG
2/12/16,4,3,P5,4,Pedro,184,0.105,PP_AVG
2/12/16,4,2,P5,1,Pedro,184,0.105,PP_AVG
2/13/16,4,4,P5,13,Pedro,185,0.105,PP_AVG
2/13/16,4,3,P5,8,Pedro,185,0.105,PP_AVG
2/13/16,4,2,P5,7,Pedro,185,0.105,PP_AVG
2/13/16,4,1,P5,3,Pedro,185,0.105,PP_AVG
2/14/16,4,4,P5,20,Pedro,186,0.105,PP_AVG
2/14/16,4,3,P5,18,Pedro,186,0.105,PP_AVG
2/14/16,4,2,P5,14,Pedro,186,0.105,PP_AVG
2/14/16,4,1,P5,10,Pedro,186,0.105,PP_AVG
2/15/16,4,3,P5,34,Pedro,187,0.105,PP_AVG
2/15/16,4,4,P5,33,Pedro,187,0.105,PP_AVG
2/15/16,4,2,P5,18,Pedro,187,0.105,PP_AVG
2/15/16,4,1,P5,14,Pedro,187,0.105,PP_AVG
2/16/16,4,2,P5,20,Pedro,188,0.105,PP_AVG
2/16/16,4,3,P5,14,Pedro,188,0.105,PP_AVG
2/16/16,4,1,P5,13,Pedro,188,0.105,PP_AVG
2/16/16,4,4,P5,10,Pedro,188,0.105,PP_AVG
2/17/16,4,2,P5,12,Pedro,189,0.105,PP_AVG
2/17/16,4,1,P5,5,Pedro,189,0.105,PP_AVG
2/17/16,4,3,P5,5,Pedro,189,0.105,PP_AVG
2/17/16,4,4,P5,2,Pedro,189,0.105,PP_AVG
2/18/16,4,1,P5,11,Pedro,190,0.105,PP_AVG
2/18/16,4,2,P5,7,Pedro,190,0.105,PP_AVG
2/18/16,4,4,P5,6,Pedro,190,0.105,PP_AVG
2/18/16,4,3,P5,5,Pedro,190,0.105,PP_AVG
2/19/16,4,1,P5,9,Pedro,191,0.105,PP_AVG
2/19/16,4,4,P5,9,Pedro,191,0.105,PP_AVG
2/19/16,4,2,P5,7,Pedro,191,0.105,PP_AVG
2/19/16,4,3,P5,4,Pedro,191,0.105,PP_AVG
2/20/16,4,4,P5,7,Pedro,192,0.105,PP_AVG
2/20/16,4,3,P5,4,Pedro,192,0.105,PP_AVG
2/20/16,4,2,P5,3,Pedro,192,0.105,PP_AVG
2/21/16,4,1,P5,2,Pedro,193,0.105,PP_AVG
2/21/16,4,3,P5,2,Pedro,193,0.105,PP_AVG
2/21/16,4,2,P5,1,Pedro,193,0.105,PP_AVG
2/22/16,4,4,P5,2,Pedro,194,0.105,PP_AVG
2/22/16,4,3,P5,2,Pedro,194,0.105,PP_AVG
2/22/16,4,2,P5,2,Pedro,194,0.105,PP_AVG
2/23/16,4,3,P5,1,Pedro,195,0.105,PP_AVG
2/23/16,4,2,P5,1,Pedro,195,0.105,PP_AVG
2/25/16,4,4,P5,1,Pedro,197,0.105,PP_AVG
2/25/16,4,3,P5,2,Pedro,197,0.105,PP_AVG
2/26/16,4,1,P5,1,Pedro,198,0.105,PP_AVG
10/22/15,MIROC,4,P6,2,Pedro,71,0.099,WI_MIROC
10/22/15,MIROC,2,P6,1,Pedro,71,0.099,WI_MIROC
10/22/15,MIROC,3,P6,1,Pedro,71,0.099,WI_MIROC
10/23/15,MIROC,3,P6,3,Pedro,72,0.099,WI_MIROC
10/23/15,MIROC,2,P6,2,Pedro,72,0.099,WI_MIROC
10/23/15,MIROC,4,P6,1,Pedro,72,0.099,WI_MIROC
10/24/15,MIROC,3,P6,4,Pedro,73,0.099,WI_MIROC
10/24/15,MIROC,1,P6,2,Pedro,73,0.099,WI_MIROC
10/24/15,MIROC,4,P6,1,Pedro,73,0.099,WI_MIROC
10/25/15,MIROC,3,P6,11,Pedro,74,0.099,WI_MIROC
10/25/15,MIROC,1,P6,3,Pedro,74,0.099,WI_MIROC
10/25/15,MIROC,2,P6,3,Pedro,74,0.099,WI_MIROC
10/25/15,MIROC,4,P6,3,Pedro,74,0.099,WI_MIROC
10/26/15,MIROC,3,P6,9,Pedro,75,0.099,WI_MIROC
10/26/15,MIROC,1,P6,5,Pedro,75,0.099,WI_MIROC
10/26/15,MIROC,4,P6,5,Pedro,75,0.099,WI_MIROC
10/26/15,MIROC,2,P6,4,Pedro,75,0.099,WI_MIROC
10/27/15,MIROC,2,P6,15,Pedro,76,0.099,WI_MIROC
10/27/15,MIROC,4,P6,14,Pedro,76,0.099,WI_MIROC
10/27/15,MIROC,3,P6,10,Pedro,76,0.099,WI_MIROC
10/27/15,MIROC,1,P6,6,Pedro,76,0.099,WI_MIROC
10/28/15,MIROC,3,P6,22,Pedro,77,0.099,WI_MIROC
10/28/15,MIROC,4,P6,14,Pedro,77,0.099,WI_MIROC
10/28/15,MIROC,2,P6,11,Pedro,77,0.099,WI_MIROC
10/28/15,MIROC,1,P6,4,Pedro,77,0.099,WI_MIROC
10/28/15,AVG,3,P6,1,Pedro,77,0.099,WI_AVG
10/29/15,MIROC,1,P6,12,Pedro,78,0.099,WI_MIROC
10/29/15,MIROC,4,P6,10,Pedro,78,0.099,WI_MIROC
10/29/15,MIROC,2,P6,6,Pedro,78,0.099,WI_MIROC
10/30/15,MIROC,1,P6,18,Pedro,79,0.099,WI_MIROC
10/30/15,MIROC,3,P6,16,Pedro,79,0.099,WI_MIROC
10/30/15,MIROC,2,P6,13,Pedro,79,0.099,WI_MIROC
10/30/15,MIROC,4,P6,12,Pedro,79,0.099,WI_MIROC
10/30/15,AVG,4,P6,2,Pedro,79,0.099,WI_AVG
10/30/15,AVG,3,P6,1,Pedro,79,0.099,WI_AVG
10/31/15,MIROC,1,P6,12,Pedro,80,0.099,WI_MIROC
10/31/15,MIROC,3,P6,10,Pedro,80,0.099,WI_MIROC
10/31/15,MIROC,2,P6,8,Pedro,80,0.099,WI_MIROC
10/31/15,MIROC,4,P6,6,Pedro,80,0.099,WI_MIROC
10/31/15,AVG,1,P6,2,Pedro,80,0.099,WI_AVG
10/31/15,AVG,3,P6,1,Pedro,80,0.099,WI_AVG
10/31/15,AVG,4,P6,1,Pedro,80,0.099,WI_AVG
11/1/15,MIROC,1,P6,9,Pedro,81,0.099,WI_MIROC
11/1/15,MIROC,2,P6,7,Pedro,81,0.099,WI_MIROC
11/1/15,AVG,4,P6,5,Pedro,81,0.099,WI_AVG
11/1/15,MIROC,3,P6,4,Pedro,81,0.099,WI_MIROC
11/1/15,AVG,3,P6,4,Pedro,81,0.099,WI_AVG
11/1/15,AVG,1,P6,3,Pedro,81,0.099,WI_AVG
11/1/15,MIROC,4,P6,3,Pedro,81,0.099,WI_MIROC
11/1/15,AVG,2,P6,1,Pedro,81,0.099,WI_AVG
11/2/15,AVG,4,P6,8,Pedro,82,0.099,WI_AVG
11/2/15,MIROC,1,P6,4,Pedro,82,0.099,WI_MIROC
11/2/15,AVG,3,P6,4,Pedro,82,0.099,WI_AVG
11/2/15,AVG,1,P6,2,Pedro,82,0.099,WI_AVG
11/2/15,MIROC,2,P6,2,Pedro,82,0.099,WI_MIROC
11/2/15,MIROC,3,P6,2,Pedro,82,0.099,WI_MIROC
11/2/15,MIROC,4,P6,2,Pedro,82,0.099,WI_MIROC
11/3/15,AVG,4,P6,11,Pedro,83,0.099,WI_AVG
11/3/15,MIROC,1,P6,5,Pedro,83,0.099,WI_MIROC
11/3/15,MIROC,2,P6,4,Pedro,83,0.099,WI_MIROC
11/3/15,AVG,3,P6,3,Pedro,83,0.099,WI_AVG
11/3/15,AVG,2,P6,1,Pedro,83,0.099,WI_AVG
11/3/15,MIROC,3,P6,1,Pedro,83,0.099,WI_MIROC
11/4/15,AVG,3,P6,8,Pedro,84,0.099,WI_AVG
11/4/15,AVG,4,P6,7,Pedro,84,0.099,WI_AVG
11/4/15,AVG,1,P6,5,Pedro,84,0.099,WI_AVG
11/4/15,MIROC,2,P6,1,Pedro,84,0.099,WI_MIROC
11/4/15,AVG,2,P6,1,Pedro,84,0.099,WI_AVG
11/4/15,MIROC,4,P6,1,Pedro,84,0.099,WI_MIROC
11/5/15,AVG,3,P6,10,Pedro,85,0.099,WI_AVG
11/5/15,AVG,2,P6,9,Pedro,85,0.099,WI_AVG
11/5/15,AVG,1,P6,3,Pedro,85,0.099,WI_AVG
11/5/15,AVG,4,P6,2,Pedro,85,0.099,WI_AVG
11/5/15,MIROC,1,P6,1,Pedro,85,0.099,WI_MIROC
11/5/15,MIROC,4,P6,1,Pedro,85,0.099,WI_MIROC
11/6/15,AVG,4,P6,14,Pedro,86,0.099,WI_AVG
11/6/15,AVG,3,P6,9,Pedro,86,0.099,WI_AVG
11/6/15,AVG,1,P6,5,Pedro,86,0.099,WI_AVG
11/6/15,AVG,2,P6,2,Pedro,86,0.099,WI_AVG
11/6/15,MIROC,1,P6,1,Pedro,86,0.099,WI_MIROC
11/7/15,AVG,3,P6,8,Pedro,87,0.099,WI_AVG
11/7/15,AVG,4,P6,7,Pedro,87,0.099,WI_AVG
11/7/15,AVG,1,P6,5,Pedro,87,0.099,WI_AVG
11/7/15,AVG,2,P6,3,Pedro,87,0.099,WI_AVG
11/8/15,AVG,4,P6,7,Pedro,88,0.099,WI_AVG
11/8/15,AVG,1,P6,5,Pedro,88,0.099,WI_AVG
11/8/15,AVG,3,P6,4,Pedro,88,0.099,WI_AVG
11/8/15,AVG,2,P6,3,Pedro,88,0.099,WI_AVG
11/9/15,AVG,1,P6,7,Pedro,89,0.099,WI_AVG
11/9/15,AVG,4,P6,5,Pedro,89,0.099,WI_AVG
11/9/15,AVG,2,P6,4,Pedro,89,0.099,WI_AVG
11/9/15,AVG,3,P6,4,Pedro,89,0.099,WI_AVG
11/10/15,AVG,1,P6,7,Pedro,90,0.099,WI_AVG
11/10/15,AVG,3,P6,7,Pedro,90,0.099,WI_AVG
